question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q117,How long do I have to submit a complaint at Cardiff University?,"Complaints must be raised within 28 days of the concern arising, or the latest o",General Academic Regulations,5,62641412,Academic Misconduct Procedure Taught,8.0,Request for Review ,7,Academic Misconduct Procedure Taught Section 5 Request for Review  will conduct an investigation and submit a report and,0
q118,What happens if I am absent for more than 14 days?,You will need to apply for an interruption of study or extenuating circumstances,General Academic Regulations,1,3c0cd891,COMSC School Handbook 25 26,15.0,,35,- If you are absent for 14 days or more: you will need to apply for an interruption of  study or extenuating circumstanc,1
q118,What happens if I am absent for more than 14 days?,You will need to apply for an interruption of study or extenuating circumstances,General Academic Regulations,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,19,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q118,What happens if I am absent for more than 14 days?,You will need to apply for an interruption of study or extenuating circumstances,General Academic Regulations,3,4196cfb4,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,19,Cardiff University Extenuating Circumstances Procedure v2 09/25  If you are unable to present evidence with your circums,0
q118,What happens if I am absent for more than 14 days?,You will need to apply for an interruption of study or extenuating circumstances,General Academic Regulations,4,3550a855,Academic Regulations and Policies Handbook 2025 26 English Nov25,101.0,Distance learning students are expected to complete online enrolment within ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.4 Distance learning students are expected to ,0
q118,What happens if I am absent for more than 14 days?,You will need to apply for an interruption of study or extenuating circumstances,General Academic Regulations,5,a8373d53,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,16,"If your programme requires compulsory attendance at some engagement points (e.g.,  laboratories, clinical placements and",0
q119,What support is available if I want to report harassment or bullying?,Report and Support is a confidential and easy-to-use online tool to report incid,General Academic Regulations,1,1576cd10,COMSC School Handbook 25 26,16.0,,51,- discrimination  - harassment  - hate crime  - sexual misconduct  - and serious mental health concerns.  You can make a,1
q119,What support is available if I want to report harassment or bullying?,Report and Support is a confidential and easy-to-use online tool to report incid,General Academic Regulations,2,db4817ff,COMSC School Handbook 25 26,15.0,"Health, wellbeing and safety ",33,"COMSC School Handbook 25 26 Section 7.3 Health, wellbeing and safety  Our dedicated Health and Wellbeing team is here to",1
q119,What support is available if I want to report harassment or bullying?,Report and Support is a confidential and easy-to-use online tool to report incid,General Academic Regulations,3,b351838e,COMSC School Handbook 25 26,21.0,"Student behaviour, conduct and discipline ",28,"COMSC School Handbook 25 26 Section 9.6 Student behaviour, conduct and discipline  You are expected to demonstrate respe",0
q119,What support is available if I want to report harassment or bullying?,Report and Support is a confidential and easy-to-use online tool to report incid,General Academic Regulations,4,08df38cb,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,24,Extenuating Circumstances Procedure for Taught and Undergraduate Students Section 7 Support from the University  Please ,0
q119,What support is available if I want to report harassment or bullying?,Report and Support is a confidential and easy-to-use online tool to report incid,General Academic Regulations,5,66bcc21f,Extenuating Circumstances Procedure for Taught and Undergraduate Students,12.0,Support from the University ,21,Your report will not be handed  to your School as a declaration of extenuating circumstances*  - Student Disability Serv,0
q120,What is the Student Connect phone number?,You can phone Student Connect at +44 (0)29 2251 8888.,General Academic Regulations,1,1b8f6054,COMSC School Handbook 25 26,14.0,Your support services and looking after yourself ,14,COMSC School Handbook 25 26 Section 7 Your support services and looking after yourself    7.1 Student Connect  If you ne,1
q120,What is the Student Connect phone number?,You can phone Student Connect at +44 (0)29 2251 8888.,General Academic Regulations,2,52cdcd7c,COMSC School Handbook 25 26,5.0,Introduction ,4,"COMSC School Handbook 25 26 Section 1 Introduction  Welcome to your student handbook, which explains how the university ",1
q120,What is the Student Connect phone number?,You can phone Student Connect at +44 (0)29 2251 8888.,General Academic Regulations,3,eccf5024,COMSC School Handbook 25 26,7.0,Getting started ,4,COMSC School Handbook 25 26 Section 3 Getting started    3.1 Orientation  Make sure you have completed orientation. If y,0
q120,What is the Student Connect phone number?,You can phone Student Connect at +44 (0)29 2251 8888.,General Academic Regulations,4,c3ff01d6,COMSC School Handbook 25 26,9.0,University IT ,4,COMSC School Handbook 25 26 Section 3.8 University IT  All students using our IT facilities are bound by the university ,0
q120,What is the Student Connect phone number?,You can phone Student Connect at +44 (0)29 2251 8888.,General Academic Regulations,5,920dab06,COMSC School Handbook 25 26,10.0,Protect yourself and your data online ,4,COMSC School Handbook 25 26 Section 3.13 Protect yourself and your data online  Multi-Factor Authentication (MFA) helps ,0
q121,What are the assessments for CMT318 Computational Linguistics?,CMT318 has two assessments: a Practical-Based Assessment called 'Computational L,Assessment Calendar,1,ea6755ba,Assessment calender,,Assessment Deadline,15,Module: CMT318 - Computational Linguistics Assessment: Computational Linguistics Portfolio (Practical-Based Assessment) ,1
q121,What are the assessments for CMT318 Computational Linguistics?,CMT318 has two assessments: a Practical-Based Assessment called 'Computational L,Assessment Calendar,2,b9748ba8,Assessment calender,,Assessment Deadline,15,Module: CMT318 - Computational Linguistics Assessment: Group Project (Project) Weight: 50% Hand Out Date: 2025-11-03 Han,1
q121,What are the assessments for CMT318 Computational Linguistics?,CMT318 has two assessments: a Practical-Based Assessment called 'Computational L,Assessment Calendar,3,1b497b03,Assessment calender,,Assessment Deadline,11,Module: CM4318 - Computational Linguistics Assessment: Computational Linguistics Portfolio (Practical-Based Assessment) ,0
q121,What are the assessments for CMT318 Computational Linguistics?,CMT318 has two assessments: a Practical-Based Assessment called 'Computational L,Assessment Calendar,4,00e6fe4b,Assessment calender,,Assessment Deadline,11,Module: CM4318 - Computational Linguistics Assessment: Group Project (Project) Weight: 50% Hand Out Date: 2025-11-03 Han,0
q121,What are the assessments for CMT318 Computational Linguistics?,CMT318 has two assessments: a Practical-Based Assessment called 'Computational L,Assessment Calendar,5,b71c48bf,Academic Regulations and Policies Handbook 2025 26 English Nov25,81.0,"The length of a standard dissertation will not exceed 20,000 words. Specific ",10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 10.2 The length of a standard dissertation will,0
q122,What are the assessments for CMT227 Advanced Topics in NLP?,CMT227 has two assessments: a Portfolio called 'Advanced Topics in NLP Portfolio,Assessment Calendar,1,78de52b4,Assessment calender,,Assessment Deadline,22,Module: CMT227 - Advanced Topics in NLP Assessment: Programming Assignment (Written Assessment) Weight: 40% Hand Out Dat,1
q122,What are the assessments for CMT227 Advanced Topics in NLP?,CMT227 has two assessments: a Portfolio called 'Advanced Topics in NLP Portfolio,Assessment Calendar,2,7f96d398,Assessment calender,,Assessment Deadline,19,Module: CMT227 - Advanced Topics in NLP Assessment: Advanced Topics in NLP Portfolio (Portfolio) Weight: 60% Hand Out Da,1
q122,What are the assessments for CMT227 Advanced Topics in NLP?,CMT227 has two assessments: a Portfolio called 'Advanced Topics in NLP Portfolio,Assessment Calendar,3,942cf88e,Assessment calender,,Assessment Deadline,18,Module: CM4227 - Advanced Topics in NLP Assessment: Advanced topics in NLP Portfolio (Written Assessment) Weight: 60% Ha,0
q122,What are the assessments for CMT227 Advanced Topics in NLP?,CMT227 has two assessments: a Portfolio called 'Advanced Topics in NLP Portfolio,Assessment Calendar,4,c597a1c2,Assessment calender,,Assessment Deadline,18,Module: CM4227 - Advanced Topics in NLP Assessment: Programming Assignment (Written Assessment) Weight: 40% Hand Out Dat,0
q122,What are the assessments for CMT227 Advanced Topics in NLP?,CMT227 has two assessments: a Portfolio called 'Advanced Topics in NLP Portfolio,Assessment Calendar,5,b71c48bf,Academic Regulations and Policies Handbook 2025 26 English Nov25,81.0,"The length of a standard dissertation will not exceed 20,000 words. Specific ",10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 10.2 The length of a standard dissertation will,0
q123,When is the programming assignment for CMT227 due?,The Programming Assignment for CMT227 Advanced Topics in NLP is due on 5 March 2,Assessment Calendar,1,78de52b4,Assessment calender,,Assessment Deadline,21,Module: CMT227 - Advanced Topics in NLP Assessment: Programming Assignment (Written Assessment) Weight: 40% Hand Out Dat,1
q123,When is the programming assignment for CMT227 due?,The Programming Assignment for CMT227 Advanced Topics in NLP is due on 5 March 2,Assessment Calendar,2,c597a1c2,Assessment calender,,Assessment Deadline,17,Module: CM4227 - Advanced Topics in NLP Assessment: Programming Assignment (Written Assessment) Weight: 40% Hand Out Dat,1
q123,When is the programming assignment for CMT227 due?,The Programming Assignment for CMT227 Advanced Topics in NLP is due on 5 March 2,Assessment Calendar,3,7f96d398,Assessment calender,,Assessment Deadline,13,Module: CMT227 - Advanced Topics in NLP Assessment: Advanced Topics in NLP Portfolio (Portfolio) Weight: 60% Hand Out Da,0
q123,When is the programming assignment for CMT227 due?,The Programming Assignment for CMT227 Advanced Topics in NLP is due on 5 March 2,Assessment Calendar,4,942cf88e,Assessment calender,,Assessment Deadline,9,Module: CM4227 - Advanced Topics in NLP Assessment: Advanced topics in NLP Portfolio (Written Assessment) Weight: 60% Ha,0
q123,When is the programming assignment for CMT227 due?,The Programming Assignment for CMT227 Advanced Topics in NLP is due on 5 March 2,Assessment Calendar,5,e221377f,Assessment calender,,Assessment Deadline,8,Module: CM6114 - Computational Thinking Assessment: Programming Assignment (Written Assessment) Weight: 60% Hand Out Dat,0
q124,What assessments does CMT311 Principles of Machine Learning have?,CMT311 has two assessments: a Written Assessment called 'Machine Learning Method,Assessment Calendar,1,5f8efc44,Assessment calender,,Assessment Deadline,22,Module: CMT311 - Principles of Machine Learning Assessment: Theoretical Foundations of Machine Learning (Exam online – A,1
q124,What assessments does CMT311 Principles of Machine Learning have?,CMT311 has two assessments: a Written Assessment called 'Machine Learning Method,Assessment Calendar,2,481d6fbd,Assessment calender,,Assessment Deadline,19,Module: CMT311 - Principles of Machine Learning Assessment: Machine Learning Methods (Written Assessment) Weight: 50% Ha,1
q124,What assessments does CMT311 Principles of Machine Learning have?,CMT311 has two assessments: a Written Assessment called 'Machine Learning Method,Assessment Calendar,3,9988c295,Assessment calender,,Assessment Deadline,18,Module: CM4311 - Principles of Machine Learning Assessment: Theoretical Foundations of Machine Learning (Exam online – A,0
q124,What assessments does CMT311 Principles of Machine Learning have?,CMT311 has two assessments: a Written Assessment called 'Machine Learning Method,Assessment Calendar,4,9ff5091e,Assessment calender,,Assessment Deadline,15,Module: CM4311 - Principles of Machine Learning Assessment: Machine Learning Methods (Written Assessment) Weight: 50% Ha,0
q124,What assessments does CMT311 Principles of Machine Learning have?,CMT311 has two assessments: a Written Assessment called 'Machine Learning Method,Assessment Calendar,5,434fdea0,COMSC School Handbook 25 26,11.0,Learning Central ,11,COMSC School Handbook 25 26 Section 4.4 Learning Central  Learning Central is our virtual learning environment. It will ,0
q125,How many total modules are covered in the Assessment Calendar?,The Assessment Calendar covers 132 distinct modules with a total of 229 assessme,Assessment Calendar,1,23884688,Academic Regulations and Policies Handbook 2025 26 English Nov25,35.0,The programme information will include the following information: ,8,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 1.2 The programme information will include the ,1
q125,How many total modules are covered in the Assessment Calendar?,The Assessment Calendar covers 132 distinct modules with a total of 229 assessme,Assessment Calendar,2,ab8a1301,Academic Regulations and Policies Handbook 2025 26 English Nov25,51.0,,8,"- Students who achieve a final mark of 48% or 49% will be awarded a  degree classification of Second Class Honours, Divi",1
q125,How many total modules are covered in the Assessment Calendar?,The Assessment Calendar covers 132 distinct modules with a total of 229 assessme,Assessment Calendar,3,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,5,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q125,How many total modules are covered in the Assessment Calendar?,The Assessment Calendar covers 132 distinct modules with a total of 229 assessme,Assessment Calendar,4,969aeb50,COMSC School Handbook 25 26,37.0,COMSC Student Services Team ,5,COMSC School Handbook 25 26 Section 14.12.1 COMSC Student Services Team  Our team are here to help you with queries abou,0
q125,How many total modules are covered in the Assessment Calendar?,The Assessment Calendar covers 132 distinct modules with a total of 229 assessme,Assessment Calendar,5,761533a5,Academic Regulations and Policies Handbook 2025 26 English Nov25,5.0,,4,"professional recognition and actively include staff, students and peers. They can be  undertaken by representative organ",0
q126,What types of assessments are used across COMSC modules?,"The assessment types include Written Assessment (most common), Portfolio, Practi",Assessment Calendar,1,13a2298a,COMSC School Handbook 25 26,34.0,Feedback on assessment ,17,"Throughout your programme you will receive many forms of feedback, both, individual and  group/cohort. These may include",1
q126,What types of assessments are used across COMSC modules?,"The assessment types include Written Assessment (most common), Portfolio, Practi",Assessment Calendar,2,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,15,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,1
q126,What types of assessments are used across COMSC modules?,"The assessment types include Written Assessment (most common), Portfolio, Practi",Assessment Calendar,3,128aba41,Academic Regulations and Policies Handbook 2025 26 English Nov25,36.0,"Within each stage of a programme, a diet of approved modules must be ",14,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.4 Within each stage of a programme, a diet of",0
q126,What types of assessments are used across COMSC modules?,"The assessment types include Written Assessment (most common), Portfolio, Practi",Assessment Calendar,4,634a9824,Assessment calender,,Assessment Deadline,12,"Module: CM1301 - Principles, Tools and Techniques for Secure Software Engineering Assessment: Class Test 1 (Autumn Semes",0
q126,What types of assessments are used across COMSC modules?,"The assessment types include Written Assessment (most common), Portfolio, Practi",Assessment Calendar,5,facc47d9,Assessment calender,,Assessment Deadline,12,"Module: CM1301 - Principles, Tools and Techniques for Secure Software Engineering Assessment: Class Test 2 (Spring Semes",0
q127,Which module is assessed entirely by an online exam in the Autumn semester on the topic of Security?,CM3110 Security is assessed 100% by an online exam in the Autumn semester.,Assessment Calendar,1,bc25531c,Assessment calender,,Assessment Deadline,26,Module: CM3110 - Security Assessment: Security (Exam online – Autumn semester) Weight: 100% Hand Out Date:  Hand In Date,1
q127,Which module is assessed entirely by an online exam in the Autumn semester on the topic of Security?,CM3110 Security is assessed 100% by an online exam in the Autumn semester.,Assessment Calendar,2,5c97b536,Assessment calender,,Assessment Deadline,19,Module: CM3112 - Artificial Intelligence Assessment: Artificial Intelligence (Exam online – Autumn semester) Weight: 100,1
q127,Which module is assessed entirely by an online exam in the Autumn semester on the topic of Security?,CM3110 Security is assessed 100% by an online exam in the Autumn semester.,Assessment Calendar,3,974b616d,Assessment calender,,Assessment Deadline,16,Module: CM2104 - Computational Mathematics Assessment: MATLAB/General Mathematics and Probability Fundamentals (Exam onl,0
q127,Which module is assessed entirely by an online exam in the Autumn semester on the topic of Security?,CM3110 Security is assessed 100% by an online exam in the Autumn semester.,Assessment Calendar,4,7e999e94,Assessment calender,,Assessment Deadline,16,Module: CM3104 - Large-Scale Databases Assessment: Large Scale Database (Exam online – Autumn semester) Weight: 50% Hand,0
q127,Which module is assessed entirely by an online exam in the Autumn semester on the topic of Security?,CM3110 Security is assessed 100% by an online exam in the Autumn semester.,Assessment Calendar,5,c599416b,Assessment calender,,Assessment Deadline,16,Module: CM3113 - Computer Vision Assessment: Computer Vision (Exam online – Autumn semester) Weight: 50% Hand Out Date: ,0
q128,What are the assessments for CMT307 Applied Machine Learning?,"CMT307 has two assessments: a Class Test worth 50% due 13 March 2026, and a Writ",Assessment Calendar,1,21e9e598,Assessment calender,,Assessment Deadline,16,Module: CMT307 - Applied Machine Learning Assessment: Class Test (Class Test) Weight: 50% Hand Out Date: 2026-03-13 Hand,1
q128,What are the assessments for CMT307 Applied Machine Learning?,"CMT307 has two assessments: a Class Test worth 50% due 13 March 2026, and a Writ",Assessment Calendar,2,a26dbc6f,Assessment calender,,Assessment Deadline,16,Module: CMT307 - Applied Machine Learning Assessment: Machine Learning Project (Written Assessment) Weight: 50% Hand Out,1
q128,What are the assessments for CMT307 Applied Machine Learning?,"CMT307 has two assessments: a Class Test worth 50% due 13 March 2026, and a Writ",Assessment Calendar,3,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,14,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q128,What are the assessments for CMT307 Applied Machine Learning?,"CMT307 has two assessments: a Class Test worth 50% due 13 March 2026, and a Writ",Assessment Calendar,4,13a2298a,COMSC School Handbook 25 26,34.0,Feedback on assessment ,14,"Throughout your programme you will receive many forms of feedback, both, individual and  group/cohort. These may include",0
q128,What are the assessments for CMT307 Applied Machine Learning?,"CMT307 has two assessments: a Class Test worth 50% due 13 March 2026, and a Writ",Assessment Calendar,5,16fba603,Assessment calender,,Assessment Deadline,12,Module: CMT507 - Applied Machine Learning Assessment: Class Test (Class Test) Weight: 50% Hand Out Date: 2025-11-11 Hand,0
q129,When is the CMT316 Machine Learning Project due?,The Machine Learning Project for CMT316 (Applications of Machine Learning: NLP/C,Assessment Calendar,1,a965e8ea,Assessment calender,,Assessment Deadline,22,Module: CMT316 - Applications of Machine Learning: Natural Language Processing/Computer Vision Assessment: Machine Learn,1
q129,When is the CMT316 Machine Learning Project due?,The Machine Learning Project for CMT316 (Applications of Machine Learning: NLP/C,Assessment Calendar,2,3c8f81d5,Assessment calender,,Assessment Deadline,18,Module: CM4316 - Applications of Machine Learning: Natural Language Processing/Computer Vision Assessment: Machine Learn,1
q129,When is the CMT316 Machine Learning Project due?,The Machine Learning Project for CMT316 (Applications of Machine Learning: NLP/C,Assessment Calendar,3,5e3e66b4,Assessment calender,,Assessment Deadline,18,Module: CMT316 - Applications of Machine Learning: Natural Language Processing/Computer Vision Assessment: Exercises Inv,0
q129,When is the CMT316 Machine Learning Project due?,The Machine Learning Project for CMT316 (Applications of Machine Learning: NLP/C,Assessment Calendar,4,68743723,Assessment calender,,Assessment Deadline,14,Module: CM4316 - Applications of Machine Learning: Natural Language Processing/Computer Vision Assessment: Exercises Inv,0
q129,When is the CMT316 Machine Learning Project due?,The Machine Learning Project for CMT316 (Applications of Machine Learning: NLP/C,Assessment Calendar,5,227096c2,Assessment calender,,Assessment Deadline,12,Module: CM4122 - Machine Learning for NLP Assessment: Machine Learning Group Project on an NLP Problem (Written Assessme,0
q130,What is the assessment structure for CMT120 Fundamentals of Programming?,CMT120 has two assessments: a Practical-Based Assessment called 'Programming Cha,Assessment Calendar,1,7b0a2559,Assessment calender,,Assessment Deadline,15,Module: CMT120 - Fundamentals of Programming Assessment: Web Application Development (Project) Weight: 60% Hand Out Date,1
q130,What is the assessment structure for CMT120 Fundamentals of Programming?,CMT120 has two assessments: a Practical-Based Assessment called 'Programming Cha,Assessment Calendar,2,a3aef0e2,Academic Regulations and Policies Handbook 2025 26 English Nov25,75.0,Application and Assessment ,9,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 3 Application and Assessment    3.1 Application,1
q130,What is the assessment structure for CMT120 Fundamentals of Programming?,CMT120 has two assessments: a Practical-Based Assessment called 'Programming Cha,Assessment Calendar,3,8e0c62ab,Assessment calender,,Assessment Deadline,9,Module: CMT120 - Fundamentals of Programming Assessment: Programming Challenges (Practical-Based Assessment) Weight: 40%,0
q130,What is the assessment structure for CMT120 Fundamentals of Programming?,CMT120 has two assessments: a Practical-Based Assessment called 'Programming Cha,Assessment Calendar,4,03fb8978,Academic Regulations and Policies Handbook 2025 26 English Nov25,14.0,Boards of Studies will report to the School Education and Student ,7,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.3.2 Boards of Studies will report to the Scho,0
q130,What is the assessment structure for CMT120 Fundamentals of Programming?,CMT120 has two assessments: a Practical-Based Assessment called 'Programming Cha,Assessment Calendar,5,b7c58f8a,Academic Regulations and Policies Handbook 2025 26 English Nov25,92.0,"Where an exit award is available, a student must acquire the necessary credit ",7,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.4 Where an exit award is available, a student",0
q131,Is CMT115 Python for Computation assessed by a single assessment?,Yes. CMT115 is assessed 100% by a single Written Assessment called 'Programming ,Assessment Calendar,1,a59a418a,Assessment calender,,Assessment Deadline,21,Module: CMT115 - Python for Computation Assessment: Programming Coursework Using Python (Written Assessment) Weight: 100,1
q131,Is CMT115 Python for Computation assessed by a single assessment?,Yes. CMT115 is assessed 100% by a single Written Assessment called 'Programming ,Assessment Calendar,2,0d7a43ea,Extenuating Circumstances Procedure for Taught and Undergraduate Students,16.0,,11,Exam or TimeLimited  Assessment  An assessment completed in controlled conditions that lasts up to 48  hours. Group work,1
q131,Is CMT115 Python for Computation assessed by a single assessment?,Yes. CMT115 is assessed 100% by a single Written Assessment called 'Programming ,Assessment Calendar,3,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,10,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q131,Is CMT115 Python for Computation assessed by a single assessment?,Yes. CMT115 is assessed 100% by a single Written Assessment called 'Programming ,Assessment Calendar,4,7716847e,Assessment calender,,Assessment Deadline,10,Module: CM1208 - Maths for Computer Science Assessment: Individual Project Work Using Python and Mathematics (Written As,0
q131,Is CMT115 Python for Computation assessed by a single assessment?,Yes. CMT115 is assessed 100% by a single Written Assessment called 'Programming ,Assessment Calendar,5,ded70bff,Assessment calender,,Assessment Deadline,9,Module: CM3111 - Forensics Assessment: Coursework (Written Assessment) Weight: 100% Hand Out Date: 2025-11-03 Hand In Da,0
q132,What are the assessments for CMT202 Distributed and Cloud Computing?,CMT202 has two assessments: a Written Assessment called 'Implement a Distributed,Assessment Calendar,1,476ac498,Assessment calender,,Assessment Deadline,28,Module: CMT202 - Distributed and Cloud Computing Assessment: Distributed and Cloud Computing (Exam online – Spring semes,1
q132,What are the assessments for CMT202 Distributed and Cloud Computing?,CMT202 has two assessments: a Written Assessment called 'Implement a Distributed,Assessment Calendar,2,19676199,Assessment calender,,Assessment Deadline,24,Module: CM4202 - Distributed and Cloud Computing Assessment: Distributed and Cloud Computing (Exam online – Spring semes,1
q132,What are the assessments for CMT202 Distributed and Cloud Computing?,CMT202 has two assessments: a Written Assessment called 'Implement a Distributed,Assessment Calendar,3,68e3cd5f,Assessment calender,,Assessment Deadline,22,Module: CMT202 - Distributed and Cloud Computing Assessment: Implement a Distributed System (Written Assessment) Weight:,0
q132,What are the assessments for CMT202 Distributed and Cloud Computing?,CMT202 has two assessments: a Written Assessment called 'Implement a Distributed,Assessment Calendar,4,b1bc5941,Assessment calender,,Assessment Deadline,18,Module: CM4202 - Distributed and Cloud Computing Assessment: Implement a Distributed System (Written Assessment) Weight:,0
q132,What are the assessments for CMT202 Distributed and Cloud Computing?,CMT202 has two assessments: a Written Assessment called 'Implement a Distributed,Assessment Calendar,5,29318395,Assessment calender,,Assessment Deadline,16,Module: CM2208 - Scientific Computing Assessment: Scientific Computing (Exam online – Spring semester) Weight: 40% Hand ,0
q133,What is the assessment for CMT309 Computational Data Science?,CMT309 is assessed 100% by a single Practical-Based Assessment called 'Programmi,Assessment Calendar,1,4d933437,Assessment calender,,Assessment Deadline,19,Module: CMT309 - Computational Data Science Assessment: Programming and Data Science Portfolio (Practical-Based Assessme,1
q133,What is the assessment for CMT309 Computational Data Science?,CMT309 is assessed 100% by a single Practical-Based Assessment called 'Programmi,Assessment Calendar,2,b5922a2c,Assessment calender,,Assessment Deadline,11,Module: CM3801 - Data Science Foundations Assessment: Evaluation of Data Analysis Process (Practical-Based Assessment) W,1
q133,What is the assessment for CMT309 Computational Data Science?,CMT309 is assessed 100% by a single Practical-Based Assessment called 'Programmi,Assessment Calendar,3,48032a1e,Assessment calender,,Assessment Deadline,11,Module: CMT314 - Data Science Foundations Assessment: Evaluation of Data Analysis Process (Practical-Based Assessment) W,0
q133,What is the assessment for CMT309 Computational Data Science?,CMT309 is assessed 100% by a single Practical-Based Assessment called 'Programmi,Assessment Calendar,4,3154b16f,Assessment calender,,Assessment Deadline,10,Module: CMT655 - Manipulating and Exploiting Data Assessment: Portfolio (Portfolio) Weight: 100% Hand Out Date: 2026-02-,0
q133,What is the assessment for CMT309 Computational Data Science?,CMT309 is assessed 100% by a single Practical-Based Assessment called 'Programmi,Assessment Calendar,5,f48dc6f3,Academic Regulations and Policies Handbook 2025 26 English Nov25,36.0,The mark for an individual module will be calculated according to the ,9,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 2.5 The mark for an individual module will be c,0
q134,What assessments does CMT122 Machine Learning for NLP have?,CMT122 has two assessments: a Written Assessment called 'Individual Assessment: ,Assessment Calendar,1,63b79cf9,Assessment calender,,Assessment Deadline,25,Module: CMT122 - Machine Learning for NLP Assessment: Machine Learning Group Project on an NLP problem (Written Assessme,1
q134,What assessments does CMT122 Machine Learning for NLP have?,CMT122 has two assessments: a Written Assessment called 'Individual Assessment: ,Assessment Calendar,2,c9ca1bc4,Assessment calender,,Assessment Deadline,22,Module: CMT122 - Machine Learning for NLP Assessment: Individual Assessment: Implementation and Evaluation (Written Asse,1
q134,What assessments does CMT122 Machine Learning for NLP have?,CMT122 has two assessments: a Written Assessment called 'Individual Assessment: ,Assessment Calendar,3,227096c2,Assessment calender,,Assessment Deadline,21,Module: CM4122 - Machine Learning for NLP Assessment: Machine Learning Group Project on an NLP Problem (Written Assessme,0
q134,What assessments does CMT122 Machine Learning for NLP have?,CMT122 has two assessments: a Written Assessment called 'Individual Assessment: ,Assessment Calendar,4,9fbcdb1a,Assessment calender,,Assessment Deadline,18,Module: CM4122 - Machine Learning for NLP Assessment: Individual Assessment: Implementation and Evaluation (Written Asse,0
q134,What assessments does CMT122 Machine Learning for NLP have?,CMT122 has two assessments: a Written Assessment called 'Individual Assessment: ,Assessment Calendar,5,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,14,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q135,What are the assessments for CMT206 Human Centric Computing?,CMT206 has three assessments: 'Usability and Interface Design' worth 33% due 26 ,Assessment Calendar,1,c26e8409,Assessment calender,,Assessment Deadline,16,Module: CMT206 - Human Centric Computing Assessment: Analysis of Interface Design (Written Assessment) Weight: 34% Hand ,1
q135,What are the assessments for CMT206 Human Centric Computing?,CMT206 has three assessments: 'Usability and Interface Design' worth 33% due 26 ,Assessment Calendar,2,45324793,Assessment calender,,Assessment Deadline,16,Module: CMT206 - Human Centric Computing Assessment: Evaluation of Interface Design (Written Assessment) Weight: 33% Han,1
q135,What are the assessments for CMT206 Human Centric Computing?,CMT206 has three assessments: 'Usability and Interface Design' worth 33% due 26 ,Assessment Calendar,3,97934420,Assessment calender,,Assessment Deadline,16,Module: CMT206 - Human Centric Computing Assessment: Usability and Interface Design (Written Assessment) Weight: 33% Han,0
q135,What are the assessments for CMT206 Human Centric Computing?,CMT206 has three assessments: 'Usability and Interface Design' worth 33% due 26 ,Assessment Calendar,4,e7f56a1c,Academic Regulations and Policies Handbook 2025 26 English Nov25,34.0,,7,"e. As students move through their learning journey, they are given the opportunity  and support to transition effectivel",0
q135,What are the assessments for CMT206 Human Centric Computing?,CMT206 has three assessments: 'Usability and Interface Design' worth 33% due 26 ,Assessment Calendar,5,aa630c27,Academic Regulations and Policies Handbook 2025 26 English Nov25,63.0,,7,"e. As students move through their learning journey, they are given the opportunity  and support to transition effectivel",0
q136,How is CMT226 Cloud and Database Systems Security assessed?,CMT226 has two assessments: a Written Assessment called 'Cloud and Database Syst,Assessment Calendar,1,20be770d,Assessment calender,,Assessment Deadline,26,Module: CMT226 - Cloud and Database Systems Security Assessment: Computerised Class Knowledge Test (Class Test) Weight: ,1
q136,How is CMT226 Cloud and Database Systems Security assessed?,CMT226 has two assessments: a Written Assessment called 'Cloud and Database Syst,Assessment Calendar,2,c955398a,Assessment calender,,Assessment Deadline,23,Module: CMT226 - Cloud and Database Systems Security Assessment: Cloud and Database Systems Security Portfolio (Written ,1
